datadate,초기온도(℃),최대온도(℃),최저온도(℃),평균온도(℃),강수량(ml),습도(%)
20130101,3.2,7.8,1.1,4.5,0.0, 
20130102,6.2,8.8,3.0,6.4,0.0, 
20130103,2.2,7.0,1.0,4.3,0.0, 
20130104,3.8,9.4,2.6,5.0,0.0, 
20130105,2.6,8.2,1.0,4.7,0.0, 
20130106,5.8,10.9,4.6,6.7,0.0, 
20130107,4.2,10.0,1.2,5.4,0.0, 
20130108,6.6,10.7,4.3,7.2,0.0, 
20130109,4.8,5.5,-1.7,3.3,0.0, 
20130110,-2.1,2.1,-5.8,-2.4,0.0, 
20130111,-5.9,2.0,-6.9,-4.3,0.0, 
20130112,-0.2,2.8,-4.6,-1.2,0.0, 
20130113,-4.7,-1.2,-7.2,-4.8,0.0, 
20130114,-7.2,-3.9,-9.5,-7.2,0.0, 
20130115,-8.4,-1.0,-9.9,-5.9,0.0, 
20130116,-5.3,3.3,-7.1,-3.2,0.0, 
20130117,-3.2,3.8,-4.7,-1.1,0.0, 
20130118,0.3,3.7,-1.3,1.9,0.0, 
20130119,-1.8,4.8,-4.0,-1.0,0.0, 
20130120,0.3,-1.0,-6.5,-3.6,3.3, 
20130121,-6.4,-1.0,-7.5,-4.2,1.7, 
20130122,-2.7,-1.3,-9.5,-6.8,1.7, 
20130123,-9.4,-4.2,-11.1,-8.1,0.0, 
20130124,-8.5,-1.0,-10.0,-6.2,0.0, 
20130125,-6.0,1.6,-9.9,-5.2,0.0, 
20130126,-3.4,3.6,-5.0,-0.6,0.0, 
20130127,3.7,4.8,-4.5,-1.3,4.4, 
20130128,-4.9,4.7,-6.6,-1.7,4.5, 
20130129,1.5,3.1,1.0,1.8,3.8, 
20130130,-0.4,-1.0,-6.8,-4.7,6.0, 
20130131,-7.1,-1.0,-8.9,-5.2,0.0, 
20130201,-4.6,-1.0,-6.2,-3.4,0.0, 
20130202,-6.5,2.9,-8.0,-2.8,0.0, 
20130203,1.2,5.9,-1.2,3.0,0.0, 
20130204,2.1,4.3,1.0,2.7,0.0, 
20130205,3.1,3.7,1.0,2.1,1.0, 
20130206,-0.2,2.7,-3.4,-1.2,1.0, 
20130207,-2.6,2.1,-4.4,-2.1,0.0, 
20130208,-1.5,1.0,-4.2,-2.5,0.0, 
20130209,-2.5,-1.6,-5.8,-4.0,0.0, 
20130210,-5.6,-2.3,-8.3,-5.7,0.0, 
20130211,-5.9,-1.0,-7.5,-4.7,0.0, 
20130212,-4.0,3.3,-5.3,-1.8,0.0, 
20130213,-1.7,5.4,-2.8,1.1,0.0, 
20130214,0.1,6.4,-3.0,1.4,0.0, 
20130215,0.6,7.9,-1.2,5.2,0.0, 
