datadate,초기온도(℃),최대온도(℃),최저온도(℃),평균온도(℃),강수량(ml),습도(%)
20130101,0.9,6.5,1.0,3.6,0.0, 
20130102,4.7,8.6,2.7,5.1,0.0, 
20130103,1.9,6.4,-2.3,1.9,0.0, 
20130104,1.5,9.2,1.0,3.9,0.0, 
20130105,1.0,6.5,1.0,3.9,0.0, 
20130106,3.8,9.0,2.4,4.7,0.0, 
20130107,4.1,9.1,1.0,4.4,0.0, 
20130108,4.5,10.6,3.0,6.4,0.0, 
20130109,3.7,4.6,-3.1,2.1,0.0, 
20130110,-3.2,1.1,-6.4,-4.3,0.0, 
20130111,-7.3,-1.0,-9.9,-5.8,0.0, 
20130112,-2.5,1.1,-5.8,-2.6,1.9, 
20130113,-6.2,-2.7,-8.5,-6.3,2.0, 
20130114,-8.9,-5.6,-10.9,-8.8,0.0, 
20130115,-11.6,-2.1,-12.5,-8.1,0.0, 
20130116,-6.9,1.8,-9.1,-5.4,0.0, 
20130117,-4.6,2.3,-6.1,-2.9,0.0, 
20130118,-1.9,2.5,-3.6,-1.1,0.0, 
20130119,-2.8,3.4,-5.6,-2.0,0.0, 
20130120,-2.3,-1.3,-8.8,-4.3,2.3, 
20130121,-8.4,-1.2,-10.0,-5.5,2.5, 
20130122,-2.0,-2.0,-10.7,-7.4,0.0, 
20130123,-11.0,-4.9,-13.4,-9.5,0.0, 
20130124,-10.0,-1.0,-12.3,-7.7,0.0, 
20130125,-7.5,-1.0,-10.5,-6.4,0.0, 
20130126,-6.2,2.7,-8.1,-3.0,0.0, 
20130127,2.1,3.7,-5.9,-2.3,3.0, 
20130128,-6.1,3.4,-7.4,-2.6,3.0, 
20130129,2.1,3.5,1.0,1.8,2.8, 
20130130,-0.1,-1.0,-9.0,-5.5,1.5, 
20130131,-9.4,-1.3,-11.4,-6.6,1.5, 
20130201,-6.2,1.1,-7.1,-4.9,0.0, 
20130202,-8.5,2.3,-10.6,-6.3,0.0, 
20130203,-0.5,5.4,-2.8,1.1,0.0, 
20130204,-0.9,3.3,-2.7,0.9,0.0, 
20130205,2.5,3.8,-1.6,2.1,0.0, 
20130206,-1.9,1.5,-4.9,-3.0,0.0, 
20130207,-4.1,2.3,-6.4,-3.0,0.0, 
20130208,-2.9,1.3,-5.1,-3.1,0.0, 
20130209,-3.7,-2.2,-7.5,-5.2,0.0, 
20130210,-7.7,-3.2,-9.8,-7.1,0.0, 
20130211,-8.6,-1.1,-10.5,-6.2,0.0, 
20130212,-5.8,2.9,-7.9,-4.0,0.0, 
