datadate,수출중량(kg),수출금액(달러),수입중량(kg),수입금액(달러),무역수지(달러)
201301,311489.0,754969.0,0.0,0.0,754969.0
201302,215434.0,504134.0,0.0,0.0,504134.0
201303,135626.0,320919.0,0.0,0.0,320919.0
201304,78002.0,188884.0,0.0,0.0,188884.0
201305,94788.0,242080.0,0.0,0.0,242080.0
201306,23090.0,53944.0,0.0,0.0,53944.0
201307,14447.0,45172.0,0.0,0.0,45172.0
201308,19804.0,27582.0,0.0,0.0,27582.0
201309,153790.0,442717.0,0.0,0.0,442717.0
201310,140130.0,369019.0,0.0,0.0,369019.0
201311,848091.0,2176648.0,0.0,0.0,2176648.0
201312,807939.0,1887528.0,0.0,0.0,1887528.0
201401,481349.0,1300489.0,0.0,0.0,1300489.0
201402,157155.0,471191.0,0.0,0.0,471191.0
201403,133468.0,348508.0,0.0,0.0,348508.0
201404,71363.0,189503.0,0.0,0.0,189503.0
201405,42270.0,118357.0,0.0,0.0,118357.0
201406,30911.0,88703.0,0.0,0.0,88703.0
201407,6592.0,12819.0,0.0,0.0,12819.0
201408,15225.0,60549.0,0.0,0.0,60549.0
201409,45584.0,183247.0,0.0,0.0,183247.0
201410,176980.0,488655.0,0.0,0.0,488655.0
201411,666284.0,1751710.0,0.0,0.0,1751710.0
201412,811390.0,1951127.0,0.0,0.0,1951127.0
201501,451382.0,1153959.0,0.0,0.0,1153959.0
201502,194089.0,472191.0,0.0,0.0,472191.0
201503,106635.0,292240.0,0.0,0.0,292240.0
201504,53359.0,132904.0,0.0,0.0,132904.0
201505,53263.0,162945.0,0.0,0.0,162945.0
201506,9366.0,37368.0,0.0,0.0,37368.0
201507,4382.0,15466.0,0.0,0.0,15466.0
201508,12969.0,47948.0,0.0,0.0,47948.0
201509,73601.0,196658.0,0.0,0.0,196658.0
201510,270032.0,587096.0,0.0,0.0,587096.0
201511,700897.0,1641419.0,0.0,0.0,1641419.0
201512,714147.0,1623965.0,13230.0,32545.0,1591420.0
201601,223572.0,521779.0,13230.0,33309.0,488470.0
201602,172356.0,459263.0,0.0,0.0,459263.0
201603,102520.0,268298.0,0.0,0.0,268298.0
201604,106046.0,264584.0,0.0,0.0,264584.0
201605,29692.0,68766.0,0.0,0.0,68766.0
201606,14308.0,43757.0,0.0,0.0,43757.0
201607,5849.0,19417.0,0.0,1.0,19416.0
201608,3505.0,21563.0,0.0,0.0,21563.0
201609,34808.0,154133.0,0.0,0.0,154133.0
201610,95962.0,391504.0,0.0,0.0,391504.0
201611,302555.0,934000.0,0.0,0.0,934000.0
201612,645333.0,1901756.0,0.0,0.0,1901756.0
201301,46.0,3674.0,8.0,380.0,3294.0
201302,14.0,1299.0,5.0,257.0,1042.0
201303,59.0,5470.0,4.0,281.0,5189.0
201304,47.0,3176.0,12.0,400.0,2776.0
201305,26.0,2658.0,10.0,257.0,2401.0
201306,116.0,9608.0,8.0,254.0,9354.0
201307,32.0,4410.0,4.0,163.0,4247.0
201308,57.0,5240.0,9.0,243.0,4997.0
201309,80.0,5862.0,7.0,190.0,5672.0
201310,144.0,7155.0,5.0,157.0,6998.0
201311,233.0,13975.0,6.0,225.0,13750.0
201312,87.0,6417.0,19.0,502.0,5915.0
201401,243.0,16304.0,13.0,746.0,15558.0
201402,12.0,44.0,3.0,175.0,-131.0
201403,69.0,7331.0,91.0,4025.0,3306.0
