datadate,초기온도(℃),최대온도(℃),최저온도(℃),평균온도(℃),강수량(ml),습도(%)
20130101,-1.5,9.5,-3.1,1.6,0.0,86.0
20130102,-1.9,10.8,-3.2,3.0,0.0,86.0
20130103,0.3,8.4,-4.2,0.5,0.0,83.3
20130104,-3.9,9.6,-4.5,1.4,0.0,74.3
20130105,-3.7,8.3,-4.4,1.4,0.0,70.5
20130106,4.1,10.1,-2.5,4.4,0.0,69.4
20130107,-2.8,9.0,-5.8,1.0,0.0,79.5
20130108,2.1,12.6,1.0,5.8,0.0,69.5
20130109,4.7,6.2,-3.9,3.0,0.0,62.7
20130110,-3.4,3.8,-4.6,-1.7,0.0,61.8
20130111,-4.5,1.2,-10.9,-5.9,0.0,66.1
20130112,-5.8,4.7,-8.1,-3.3,0.0,77.9
20130113,-8.3,-2.5,-10.8,-6.3,2.5,76.9
20130114,-5.6,-4.5,-10.2,-6.4,2.5,50.7
20130115,-10.5,-1.0,-16.0,-9.2,0.0,59.2
20130116,-11.6,2.0,-15.1,-8.9,0.0,63.7
20130117,-10.8,2.7,-13.1,-6.5,0.0,71.9
20130118,-6.4,3.4,-7.6,-2.8,0.0,78.5
20130119,-6.2,4.5,-7.7,-3.3,0.0,73.3
20130120,-2.8,-1.0,-10.9,-3.7,5.0,74.5
20130121,-11.8,-1.0,-13.0,-5.9,1.9,80.2
20130122,-0.8,-1.0,-9.6,-5.4,3.5,67.0
20130123,-8.8,-3.2,-12.9,-8.2,0.0,67.3
20130124,-13.4,-1.0,-16.5,-10.3,0.0,69.7
20130125,-12.6,1.4,-16.7,-10.7,0.0,69.1
20130126,-11.3,3.8,-14.7,-6.1,0.0,70.9
20130127,3.9,5.4,-8.1,-0.4,3.5,55.2
20130128,-8.2,7.5,-11.6,-3.8,3.5,60.2
20130129,-0.6,3.1,1.0,1.9,2.2,85.8
20130130,-0.1,-1.0,-10.8,-4.5,5.3,69.3
20130131,-11.1,-1.0,-13.4,-8.3,0.0,63.0
20130201,-9.1,2.3,-10.6,-5.4,0.0,57.0
20130202,-7.9,3.7,-12.4,-4.7,0.0,61.2
20130203,-5.2,7.3,-7.5,-1.2,0.0,73.4
20130204,-4.4,6.8,-6.8,-0.1,0.0,72.6
20130205,1.5,5.5,1.0,2.0,1.0,75.1
20130206,1.4,2.1,-4.8,-1.3,1.0,55.2
20130207,-5.1,4.6,-7.6,-3.0,0.0,59.1
20130208,-5.0,3.1,-7.8,-3.1,0.0,62.4
20130209,-2.2,-1.1,-6.3,-3.6,0.0,52.9
20130210,-7.4,-2.6,-9.9,-5.7,0.0,53.1
20130211,-6.4,-1.0,-8.0,-4.4,0.0,52.2
20130212,-2.6,3.6,-9.6,-2.9,0.0,60.3
20130213,-7.2,4.9,-10.5,-3.1,0.0,76.8
20130214,-2.2,6.8,-7.7,-1.1,0.0,64.0
20130215,-6.7,9.0,-10.2,-1.9,0.0,61.9
20130216,-4.7,12.6,-8.2,3.6,0.0,69.2
20130217,9.2,10.1,-4.3,3.0,4.4,66.1
20130218,-3.8,3.6,-9.8,-3.7,5.0,55.1
20130219,-6.3,8.2,-8.3,-0.1,4.0,68.7
20130220,8.4,9.0,-6.2,1.6,12.9,64.8
20130221,-6.5,6.9,-9.7,-2.8,13.5,52.8
20130222,-3.7,3.0,-3.9,1.2,10.5,83.3
20130223,-0.1,2.9,-5.5,-0.9,14.5,59.5
20130224,-6.1,4.7,-9.4,-2.8,0.0,61.0
20130225,-2.6,8.1,-7.0,0.0,0.0,62.7
20130226,-2.0,8.7,-5.5,1.0,0.0,64.3
20130227,-4.4,10.2,-7.4,0.3,0.0,58.7
20130228,-4.2,12.7,-7.3,1.4,0.0,56.1
20130301,-2.0,11.6,-2.9,3.1,0.0,59.9
20130302,2.0,4.8,-4.7,1.2,5.3,68.2
20130303,-4.6,10.8,-7.2,0.3,5.5,61.2
20130304,-3.6,12.8,-5.8,2.0,0.0,58.5
20130305,-2.8,12.8,-4.0,3.2,0.0,68.7
20130306,3.5,5.2,-4.0,1.2,0.0,46.5
20130307,-4.9,2.1,-5.9,-3.0,1.5,58.3
20130308,-2.1,5.5,-7.2,-0.1,1.5,57.2
20130309,0.1,9.2,-5.9,2.4,0.0,60.6
20130310,-0.7,12.4,-6.4,2.3,0.0,53.3
20130311,-4.0,16.4,-7.3,3.0,0.0,50.2
20130312,-1.0,16.2,-5.3,5.0,0.0,48.9
20130313,2.9,11.6,-1.0,5.9,0.0,56.0
20130314,0.3,10.1,-5.2,3.3,0.0,52.4
20130315,-2.2,12.0,-6.4,1.4,0.0,57.8
20130316,-2.6,12.4,-5.9,2.3,0.0,58.9
20130317,-3.0,15.2,-6.6,3.3,0.0,56.7
20130318,0.1,17.2,-1.6,8.3,0.0,45.7
20130319,-1.0,18.4,-4.1,6.3,0.0,51.7
20130320,1.9,13.2,-2.7,6.5,0.0,62.7
20130321,6.0,10.7,1.0,6.1,0.0,53.4
20130322,0.1,13.1,-5.0,4.2,0.0,55.0
20130323,3.7,14.4,1.0,7.3,0.0,51.1
20130324,-1.5,13.5,-3.3,4.5,0.0,59.6
20130325,2.7,12.6,1.1,6.1,0.0,51.9
20130326,2.6,10.7,-1.4,4.9,0.0,58.5
20130327,0.2,10.8,1.0,5.7,0.0,72.5
20130328,-0.8,13.7,-4.1,4.5,0.0,66.2
20130329,3.1,15.5,1.0,7.3,1.0,65.5
20130330,0.2,17.4,-3.1,8.2,0.0,53.2
20130331,7.3,13.4,3.3,8.8,0.0,61.9
20130401,2.4,14.1,1.4,7.4,0.0,65.4
20130402,0.6,15.5,-3.3,6.3,0.0,59.9
20130403,0.7,18.9,-2.9,7.9,0.0,56.2
20130404,2.0,22.3,-1.3,12.4,0.0,45.0
20130405,8.5,14.7,6.2,10.3,12.4,77.5
20130406,13.6,15.8,8.7,12.1,6.0,86.7
20130407,9.5,23.8,8.2,13.1,5.0,71.7
20130408,8.3,22.0,6.3,12.5,0.0,76.6
20130409,10.1,21.4,8.0,13.6,0.0,64.8
20130410,9.6,21.0,9.0,14.2,0.0,36.9
20130411,13.3,17.7,6.8,11.4,5.6,64.0
20130412,10.0,16.6,5.7,11.4,6.0,20.9
20130413,9.0,19.8,1.2,10.6,0.0,59.0
20130414,11.1,18.9,5.6,13.0,0.0,52.0
20130415,10.6,24.1,7.8,15.2,0.0,64.0
20130416,7.9,27.8,5.5,16.2,0.0,62.6
20130417,13.6,15.8,8.4,12.2,12.9,85.0
20130418,7.9,18.8,6.0,11.0,16.5,81.2
20130419,8.1,18.1,3.7,10.9,0.0,51.4
20130420,6.8,12.7,5.7,8.6,2.4,73.3
20130421,5.3,18.8,2.4,10.0,2.5,73.1
20130422,7.4,20.5,3.6,11.9,0.0,60.3
20130423,5.6,22.1,1.1,11.2,0.0,54.4
20130424,4.4,21.4,1.0,12.0,0.0,53.7
20130425,6.8,22.5,5.7,14.1,0.0,64.5
20130426,12.9,20.1,8.3,14.2,0.0,49.5
20130427,8.8,19.6,1.0,10.7,0.0,50.5
20130428,6.5,22.4,4.6,12.5,0.0,64.7
20130429,7.4,24.8,6.2,14.9,0.0,58.8
20130430,12.9,26.4,10.6,17.7,0.0,59.9
20130501,10.0,27.8,9.1,16.7,0.0,69.6
20130502,10.1,27.1,7.1,16.2,0.0,63.6
20130503,12.0,28.2,6.4,17.3,0.0,58.1
