datadate,수출중량(kg),수출금액(달러),수입중량(kg),수입금액(달러),무역수지(달러)
201301,892413.0,1612494.0,0.0,0.0,1612494.0
201302,907765.0,1635756.0,0.0,0.0,1635756.0
201303,866751.0,1514975.0,0.0,0.0,1514975.0
201304,808474.0,1367254.0,0.0,0.0,1367254.0
201305,837258.0,1405010.0,0.0,0.0,1405010.0
201306,737267.0,1249920.0,0.0,0.0,1249920.0
201307,724678.0,1241538.0,0.0,0.0,1241538.0
201308,890532.0,1515177.0,0.0,0.0,1515177.0
201309,980543.0,1762587.0,0.0,0.0,1762587.0
201310,891426.0,1645667.0,0.0,12.0,1645655.0
201311,977895.0,1809654.0,0.0,0.0,1809654.0
201312,1099819.0,2011252.0,0.0,0.0,2011252.0
201401,1324708.0,2390195.0,0.0,0.0,2390195.0
201402,900702.0,1739104.0,0.0,0.0,1739104.0
201403,881732.0,1607970.0,0.0,0.0,1607970.0
201404,914393.0,1629406.0,0.0,0.0,1629406.0
201405,838683.0,1455618.0,0.0,0.0,1455618.0
201406,761253.0,1277466.0,0.0,0.0,1277466.0
201407,964422.0,1557472.0,0.0,0.0,1557472.0
201408,986167.0,1656097.0,0.0,0.0,1656097.0
201409,793702.0,1442735.0,0.0,0.0,1442735.0
201410,1326237.0,2409042.0,0.0,0.0,2409042.0
201411,1209120.0,2182650.0,0.0,0.0,2182650.0
201412,1131071.0,2130874.0,0.0,0.0,2130874.0
201501,1355373.0,2464101.0,0.0,0.0,2464101.0
201502,781755.0,1389088.0,0.0,0.0,1389088.0
201503,915652.0,1550162.0,0.0,0.0,1550162.0
201504,1018473.0,1680552.0,0.0,0.0,1680552.0
201505,801754.0,1356096.0,0.0,0.0,1356096.0
201506,908734.0,1477687.0,0.0,0.0,1477687.0
201507,1123715.0,1805461.0,0.0,0.0,1805461.0
201508,1228666.0,2012314.0,0.0,0.0,2012314.0
201509,1029115.0,1825555.0,0.0,0.0,1825555.0
201510,1292959.0,2336742.0,0.0,0.0,2336742.0
201511,1219055.0,2218384.0,0.0,0.0,2218384.0
201512,1467327.0,2614320.0,0.0,0.0,2614320.0
201601,1301016.0,2382997.0,0.0,0.0,2382997.0
201602,1277270.0,2290356.0,0.0,0.0,2290356.0
201603,766065.0,1304329.0,0.0,0.0,1304329.0
201604,420597.0,680047.0,0.0,0.0,680047.0
201605,645348.0,1073183.0,13345.0,24932.0,1048251.0
201606,825878.0,1419101.0,0.0,0.0,1419101.0
201607,920707.0,1568273.0,0.0,0.0,1568273.0
201608,892313.0,1533177.0,0.0,0.0,1533177.0
201609,864518.0,1552229.0,0.0,0.0,1552229.0
201610,751909.0,1362630.0,0.0,0.0,1362630.0
201611,854924.0,1548333.0,0.0,0.0,1548333.0
201612,994456.0,1810615.0,0.0,0.0,1810615.0
201302,201.0,5851.0,0.0,0.0,5851.0
201303,26.0,63.0,0.0,0.0,63.0
201304,41.0,131.0,0.0,0.0,131.0
201306,46.0,226.0,0.0,0.0,226.0
201308,51.0,489.0,0.0,0.0,489.0
201309,77.0,682.0,0.0,0.0,682.0
201310,267.0,8612.0,0.0,0.0,8612.0
201311,15.0,5.0,0.0,0.0,5.0
201312,15.0,33.0,0.0,0.0,33.0
201401,26.0,87.0,0.0,0.0,87.0
201402,26.0,78.0,0.0,0.0,78.0
201403,31.0,85.0,0.0,0.0,85.0
201404,20.0,98.0,0.0,0.0,98.0
201406,82.0,304.0,0.0,0.0,304.0
201511,60.0,1320.0,0.0,0.0,1320.0
