datadate,수출중량(kg),수출금액(달러),수입중량(kg),수입금액(달러),무역수지(달러)
201301,0.0,0.0,2023815.0,7147980.0,-7147980.0
201302,0.0,0.0,7243089.0,24820931.0,-24820931.0
201303,0.0,0.0,16531230.0,48262000.0,-48262000.0
201304,0.0,0.0,11643058.0,28584345.0,-28584345.0
201305,2156.0,25195.0,1302787.0,3140732.0,-3115537.0
201306,39082.0,366170.0,383176.0,1159671.0,-793501.0
201307,83333.0,616700.0,552052.0,1933600.0,-1316900.0
201308,158391.0,1074563.0,824177.0,2546258.0,-1471695.0
201309,549182.0,3094958.0,1754106.0,5265949.0,-2170991.0
201310,224541.0,1563984.0,2663711.0,7982932.0,-6418948.0
201311,96254.0,993541.0,3554557.0,10639980.0,-9646439.0
201312,65025.0,754990.0,2791516.0,9086967.0,-8331977.0
201401,12980.0,114331.0,3033502.0,11274969.0,-11160638.0
201402,11.0,71.0,3876046.0,13410529.0,-13410458.0
201403,0.0,0.0,9727675.0,29847834.0,-29847834.0
201404,0.0,0.0,14497645.0,39814385.0,-39814385.0
201405,6063.0,92292.0,5277784.0,12947101.0,-12854809.0
201406,33613.0,394363.0,612239.0,1337309.0,-942946.0
201407,120324.0,1393131.0,527916.0,1790525.0,-397394.0
201408,173292.0,1659745.0,1229444.0,3984216.0,-2324471.0
201409,427414.0,3152107.0,2249106.0,6619900.0,-3467793.0
201410,214997.0,2485401.0,4858632.0,13112894.0,-10627493.0
201411,188944.0,2982021.0,7963432.0,20735497.0,-17753476.0
201412,97621.0,1610066.0,6144782.0,17014481.0,-15404415.0
201501,9143.0,139465.0,3786311.0,11446825.0,-11307360.0
201502,32.0,159.0,4015115.0,12483107.0,-12482948.0
201503,0.0,0.0,11466409.0,34328259.0,-34328259.0
201504,17351.0,54827.0,23349914.0,65166730.0,-65111903.0
201505,7925.0,119152.0,6467890.0,16839671.0,-16720519.0
201506,49342.0,664379.0,126387.0,306906.0,357473.0
201507,86620.0,1221755.0,720803.0,2734753.0,-1512998.0
201508,273149.0,2541482.0,1783779.0,5545901.0,-3004419.0
201509,443232.0,3734588.0,1683802.0,5015128.0,-1280540.0
201510,380124.0,4237955.0,5245774.0,15149807.0,-10911852.0
201511,323139.0,5251658.0,6518798.0,20709495.0,-15457837.0
201512,276376.0,4843360.0,3909639.0,12583315.0,-7739955.0
201601,248209.0,4410741.0,2603333.0,8452413.0,-4041672.0
201602,10948.0,197851.0,4193918.0,14562821.0,-14364970.0
201603,2560.0,47480.0,10976500.0,34864376.0,-34816896.0
201604,567.0,2062.0,17149121.0,54483347.0,-54481285.0
201605,5316.0,90999.0,3053542.0,8938515.0,-8847516.0
201606,32630.0,562845.0,120572.0,466764.0,96081.0
201607,78878.0,1511685.0,604885.0,2324619.0,-812934.0
201608,161168.0,2398196.0,1380732.0,5290031.0,-2891835.0
201609,413781.0,4418372.0,3802570.0,13187174.0,-8768802.0
201610,267135.0,4133307.0,5377663.0,16883326.0,-12750019.0
201611,368121.0,6415952.0,3580522.0,12095386.0,-5679434.0
201612,383129.0,6552403.0,3840921.0,11814019.0,-5261616.0
201301,0.0,0.0,291478.0,614104.0,-614104.0
201302,98.0,729.0,357785.0,735597.0,-734868.0
