datadate,농산물 부류명,등급코드,등급명,조사단위(kg),시도별 구분,지역명,시장코드,시장명,가격(원)
20130101,,,,,,,,,
20130102,,,,,,,,,
20130103,,,,,,,,,
20130104,,,,,,,,,
20130105,,,,,,,,,
20130106,,,,,,,,,
20130107,,,,,,,,,
20130108,,,,,,,,,
20130109,,,,,,,,,
20130110,,,,,,,,,
20130111,,,,,,,,,
20130112,,,,,,,,,
20130113,,,,,,,,,
20130114,,,,,,,,,
20130115,,,,,,,,,
20130116,,,,,,,,,
20130117,,,,,,,,,
20130118,,,,,,,,,
20130119,,,,,,,,,
20130120,,,,,,,,,
20130121,,,,,,,,,
20130122,,,,,,,,,
20130123,,,,,,,,,
20130124,,,,,,,,,
20130125,,,,,,,,,
20130126,,,,,,,,,
20130127,,,,,,,,,
20130128,,,,,,,,,
20130129,,,,,,,,,
20130130,,,,,,,,,
20130131,,,,,,,,,
20130201,,,,,,,,,
20130202,,,,,,,,,
20130203,,,,,,,,,
20130204,,,,,,,,,
20130205,,,,,,,,,
20130206,,,,,,,,,
20130207,,,,,,,,,
20130208,,,,,,,,,
20130209,,,,,,,,,
20130210,,,,,,,,,
20130211,,,,,,,,,
20130212,,,,,,,,,
20130213,,,,,,,,,
20130214,,,,,,,,,
20130215,,,,,,,,,
20130216,,,,,,,,,
20130217,,,,,,,,,
20130218,,,,,,,,,
20130219,,,,,,,,,
20130220,,,,,,,,,
20130221,,,,,,,,,
20130222,,,,,,,,,
20130223,,,,,,,,,
20130224,,,,,,,,,
20130225,,,,,,,,,
20130226,,,,,,,,,
20130227,,,,,,,,,
20130228,,,,,,,,,
20130301,,,,,,,,,
20130302,,,,,,,,,
20130303,,,,,,,,,
20130304,,,,,,,,,
20130305,,,,,,,,,
20130306,,,,,,,,,
20130307,,,,,,,,,
20130308,,,,,,,,,
20130309,,,,,,,,,
20130310,,,,,,,,,
20130311,,,,,,,,,
20130312,,,,,,,,,
20130313,채소류,4.0,상품,10개,1101.0,서울,110251.0,영등포,20000.0
20130313,채소류,4.0,상품,10개,1101.0,서울,110401.0,E-유통,19830.0
20130313,채소류,4.0,상품,10개,1101.0,서울,110402.0,A-유통,19980.0
20130313,채소류,4.0,상품,10개,1101.0,서울,110403.0,C-유통,19800.0
20130313,채소류,4.0,상품,10개,2100.0,부산,210022.0,부전,25000.0
20130313,채소류,4.0,상품,10개,2100.0,부산,210401.0,A-유통,19980.0
20130313,채소류,4.0,상품,10개,2100.0,부산,210402.0,D-유통,23000.0
20130313,채소류,4.0,상품,10개,2200.0,대구,220062.0,동구,25000.0
20130313,채소류,4.0,상품,10개,2200.0,대구,220401.0,C-유통,16500.0
20130313,채소류,4.0,상품,10개,2300.0,인천,230036.0,현대,15000.0
20130313,채소류,4.0,상품,10개,2300.0,인천,230401.0,E-유통,19750.0
20130313,채소류,4.0,상품,10개,2401.0,광주,240121.0,양동,25000.0
20130313,채소류,4.0,상품,10개,2401.0,광주,240401.0,A-유통,19980.0
20130313,채소류,4.0,상품,10개,2401.0,광주,240403.0,C-유통,19800.0
20130313,채소류,4.0,상품,10개,2501.0,대전,250401.0,C-유통,16500.0
