datadate,초기온도(℃),최대온도(℃),최저온도(℃),평균온도(℃),강수량(ml),습도(%)
20130101,2.5,10.5,1.0,4.8,0.0,87.8
20130102,2.7,10.1,1.3,5.6,0.0,90.7
20130103,4.2,8.1,1.0,4.4,0.0,87.4
20130104,1.4,10.2,1.0,5.0,0.0,81.0
20130105,0.5,9.9,1.0,5.8,0.0,61.6
20130106,8.1,10.4,2.9,7.2,0.0,70.5
20130107,3.8,9.6,1.4,5.5,0.0,79.4
20130108,5.7,11.0,5.4,7.7,0.0,71.7
20130109,6.3,7.0,-1.0,5.2,0.0,70.3
20130110,-0.3,5.0,-2.1,1.9,0.0,64.6
20130111,-2.6,1.9,-7.1,-3.1,0.0,67.9
20130112,-2.3,6.5,-2.9,2.1,0.0,71.3
20130113,-2.9,2.2,-6.2,-2.7,1.9,74.4
20130114,-3.4,-3.0,-6.4,-4.1,1.9,53.9
20130115,-6.3,-1.0,-10.4,-5.9,0.0,54.8
20130116,-5.1,3.3,-7.8,-3.4,0.0,62.0
20130117,-5.1,3.7,-6.1,-1.9,0.0,64.6
20130118,-1.6,4.4,-2.2,1.5,0.0,77.9
20130119,-1.9,5.4,-5.2,-0.5,0.0,77.1
20130120,-0.6,2.0,-6.0,-1.7,3.4,80.0
20130121,-5.4,1.8,-6.7,-2.7,2.0,80.0
20130122,1.3,1.7,-4.9,-3.0,1.5,70.8
20130123,-5.1,-1.7,-6.3,-4.5,0.0,65.5
20130124,-6.1,1.0,-8.1,-5.2,0.0,71.7
20130125,-5.5,2.6,-8.3,-3.7,0.0,69.4
20130126,-4.4,5.2,-5.6,-0.4,0.0,77.7
20130127,4.2,6.0,-4.2,1.4,1.3,63.5
20130128,-4.2,6.6,-6.5,0.1,1.3,55.7
20130129,2.6,4.6,1.0,3.0,3.1,83.3
20130130,0.8,1.7,-6.3,-1.8,5.7,71.9
20130131,-6.3,1.0,-8.4,-5.4,0.0,69.1
20130201,-5.2,3.2,-6.0,-2.0,0.0,57.9
20130202,-3.4,3.9,-8.1,-2.2,0.0,65.8
20130203,-1.0,7.4,-3.8,2.0,0.0,82.1
20130204,-0.8,7.6,-2.0,4.4,0.0,76.7
20130205,4.6,4.9,2.3,3.8,0.0,79.8
20130206,3.1,3.4,-2.6,1.2,0.0,62.1
20130207,-2.3,4.8,-4.7,-0.7,0.0,63.2
20130208,-2.3,3.9,-3.9,-0.3,0.0,67.6
20130209,-0.6,-1.0,-3.7,-2.4,0.0,59.6
20130210,-3.8,-1.5,-5.0,-3.5,0.0,55.1
20130211,-4.4,1.9,-5.4,-3.4,0.0,58.6
20130212,-0.5,4.4,-5.7,-0.3,0.0,65.1
20130213,-2.7,5.6,-4.2,0.8,0.0,80.0
20130214,1.3,7.2,-4.1,1.4,0.0,67.2
20130215,-2.2,6.4,-4.4,0.8,0.0,76.7
20130216,0.1,12.7,-3.3,7.8,0.0,75.4
20130217,9.1,9.8,-2.1,3.7,2.9,77.6
20130218,-1.9,4.5,-5.8,-1.3,3.1,58.8
20130219,-2.6,9.4,-4.5,3.7,1.8,67.9
20130220,7.4,8.1,-3.1,2.4,10.6,74.2
20130221,-3.4,4.7,-6.8,-1.6,11.4,62.0
20130222,-0.8,7.9,-1.3,3.6,7.8,84.7
20130223,1.1,3.8,-1.7,1.4,10.9,68.1
20130224,-2.2,4.8,-5.7,-0.3,0.0,62.4
20130225,-1.1,7.1,-2.4,2.3,0.0,80.4
20130226,0.6,8.7,-2.3,4.1,0.0,71.9
20130227,0.3,9.8,-3.1,3.3,0.0,60.5
20130228,0.4,10.8,-2.9,4.7,0.0,52.5
