datadate,초기온도(℃),최대온도(℃),최저온도(℃),평균온도(℃),강수량(ml),습도(%)
20130101,1.6,9.6,-1.0,5.0,0.0, 
20130102,3.5,9.3,2.1,5.2,0.0, 
20130103,2.7,7.5,-1.8,3.4,0.0, 
20130104,2.4,8.3,1.0,4.0,0.0, 
20130105,0.9,7.7,-1.3,4.8,0.0, 
20130106,5.5,10.9,2.4,6.0,0.0, 
20130107,2.4,9.1,-1.1,5.1,0.0, 
20130108,3.4,11.2,3.0,6.2,0.0, 
20130109,5.0,5.2,1.0,3.6,0.0, 
20130110,-1.6,2.1,-4.5,-2.2,0.0, 
20130111,-5.0,1.3,-8.4,-4.7,0.0, 
20130112,-0.2,1.9,-3.4,-0.7,0.0, 
20130113,-3.8,-1.5,-6.8,-4.3,0.0, 
20130114,-6.9,-4.5,-7.9,-6.4,0.0, 
20130115,-8.1,-1.9,-11.2,-6.3,0.0, 
20130116,-5.6,1.9,-9.9,-5.0,0.0, 
20130117,-6.4,2.2,-8.4,-3.9,0.0, 
20130118,-1.2,3.7,-4.5,-0.3,0.0, 
20130119,-5.2,4.0,-6.4,-3.2,0.0, 
20130120,-1.2,-1.0,-6.1,-3.1,1.9, 
20130121,-5.8,-1.0,-8.5,-4.3,1.6, 
20130122,-1.3,-1.0,-8.3,-5.7,1.7, 
20130123,-9.7,-4.1,-11.7,-7.9,0.0, 
20130124,-7.8,-1.0,-11.6,-6.4,0.0, 
20130125,-7.5,2.7,-11.6,-6.3,0.0, 
20130126,-6.1,3.9,-9.7,-2.6,0.0, 
20130127,3.6,5.3,-5.7,-1.1,1.5, 
20130128,-5.9,4.8,-9.1,-2.3,1.5, 
20130129,1.0,2.3,1.0,1.4,2.9, 
20130130,-0.3,-1.0,-7.3,-4.1,4.5, 
20130131,-7.1,-1.1,-10.9,-5.6,0.0, 
20130201,-5.4,-1.0,-7.1,-3.9,0.0, 
20130202,-5.7,3.1,-8.9,-2.6,0.0, 
20130203,0.8,6.2,-2.2,2.5,0.0, 
20130204,-1.5,4.6,-4.4,0.6,0.0, 
20130205,2.4,3.3,1.2,2.1,0.0, 
20130206,0.9,1.5,-2.6,-1.5,0.0, 
20130207,-2.4,3.2,-5.7,-2.2,0.0, 
20130208,-1.5,1.5,-4.6,-2.8,0.0, 
20130209,-1.8,-1.7,-5.2,-3.7,0.0, 
20130210,-4.7,-3.0,-7.1,-5.1,0.0, 
20130211,-5.4,-1.0,-7.6,-3.7,0.0, 
20130212,-2.9,2.8,-7.0,-2.1,0.0, 
20130213,-2.6,4.8,-5.3,-0.5,0.0, 
20130214,-0.9,4.4,-2.6,0.7,0.0, 
20130215,-2.7,8.1,-5.7,1.0,0.0, 
20130216,0.3,12.1,-4.2,5.9,0.0, 
20130217,10.0,10.2,-2.8,3.0,2.9, 
20130218,-3.4,1.7,-5.2,-3.2,3.0, 
20130219,-1.4,7.5,-4.4,1.9,4.0, 
20130220,5.8,6.9,-4.1,0.1,1.7, 
20130221,-4.3,6.1,-7.1,-1.5,1.5, 
20130222,0.3,2.6,1.0,1.9,7.5, 
20130223,-0.4,1.3,-2.5,-1.2,10.0, 
20130224,-2.8,3.9,-4.2,-0.4,0.0, 
20130225,0.5,8.4,-3.0,2.7,0.0, 
20130226,2.8,6.9,-2.0,3.2,0.0, 
20130227,-0.5,7.7,-3.3,2.4,0.0, 
20130228,-0.5,12.4,-3.0,4.8,0.0, 
20130301,3.8,11.3,1.5,4.9,1.6, 
20130302,2.6,2.9,1.0,1.7,2.2, 
20130303,0.8,10.6,-2.5,4.2,0.0, 
20130304,1.0,11.2,-2.3,4.8,0.0, 
20130305,1.3,9.1,1.0,5.8,0.0, 
20130306,3.3,4.0,-1.2,1.9,0.0, 
20130307,-0.4,-1.0,-2.5,-1.5,0.0, 
20130308,-1.5,5.6,-4.6,0.8,0.0, 
20130309,1.0,9.1,1.0,5.1,0.0, 
20130310,3.0,10.1,1.0,5.4,0.0, 
20130311,0.6,14.8,-2.3,5.9,0.0, 
20130312,3.0,13.8,1.0,6.9,0.0, 
20130313,5.2,8.1,2.5,5.2,0.0, 
20130314,4.6,7.6,2.6,5.0,0.0, 
20130315,3.8,10.2,1.0,5.4,0.0, 
20130316,1.0,10.9,-1.6,5.8,0.0, 
20130317,3.3,12.5,1.0,6.8,0.0, 
20130318,3.5,14.7,2.8,7.1,0.0, 
20130319,3.8,15.8,1.0,8.1,0.0, 
20130320,4.8,13.1,2.2,7.5,0.0, 
20130321,7.7,9.5,4.6,6.6,0.0, 
20130322,5.1,11.0,1.0,6.2,0.0, 
20130323,5.6,11.7,2.6,6.8,0.0, 
20130324,3.1,13.6,1.0,6.2,0.0, 
20130325,5.6,11.2,2.7,6.5,0.0, 
